the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.92377457618048 40.745528734145346),4,Queens,402,26,30,12,14,3316,6990,Municipal Facilities,backed,07/06/2016,40-01 43rd Avenue,40-01 43rd Avenue,43rd Avenue,40th Street & 41st Street,Queens,402,Not Applicable,Not Applicable,40.745537,-73.923776,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75878263398931 40.66459974460724),4,Queens,413,31,31,10,5,4082,0,General,backless 2,08/09/2018,145-00 SpringField Boulevard,145-00 SpringField Boulevard,SpringField Boulevard,145th Avenue & South Conduit Avenue,Queens,0,Q77,Not Applicable,40.664608,-73.758784,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.77236362326501 40.76618072542193),4,Queens,411,19,26,11,6,1507,529,BID,backed 2,01/25/2013,38-20 Bell Blvd,38-20 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.766189,-73.772365,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77239024704508 40.766285120654),4,Queens,411,19,26,11,6,1506,359,BID,backed,01/25/2013,38-11 Bell Blvd,38-11 Bell Blvd,Bell Blvd,38th and 39th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7662851207,-73.772390247,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75382563280095 40.70674673607829),4,Queens,412,27,33,14,5,2605,1211,Municipal Facilities,backed,07/11/2014,204-01 Hollis Avenue,204-01 Hollis Avenue,Hollis Avenue,204th Street and 205th Street,Queens,412,Not Applicable,Not Applicable,40.706755,-73.753827,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77003062421646 40.76013572582144),4,Queens,411,19,25,11,6,1518,883,BID,backed,01/30/2013,213-17 Northern Blvd,213-17 Northern Blvd,Bell Blvd,43rd Avenue and Northern Boulevard,Queens,411,Not Applicable,Bell Blvd BBA,40.760144,-73.770032,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83661661328827 40.578766763716466),4,Queens,414,32,23,15,5,2485,1836,BID,backed,12/01/2014,143 Beach 116th Street,143 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Ocean Promenade Walkway,Queens,414,Not Applicable,Beach 116th Street Partnership,40.578775,-73.836618,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.902923584435 40.70496774138303),4,Queens,405,30,37,15,7,616,498,Bus Route,backless,04/12/2013,776 Fairview Avenue,19-78 Madison Street,Madison Street,Fairview Avenue,Queens,405,Q58,Not Applicable,40.704976,-73.902925,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89882658566611 40.70954774012456),4,Queens,405,30,37,15,6,628,1390,Bus Route,backless,04/12/2013,65-06 Fresh Pond Road,65-06 Fresh Pond Road,Fresh Pond Road,Linden Avenue & Gates Avenue,Queens,405,Q58,Not Applicable,40.709556,-73.898828,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88784858653393 40.749374731860605),4,Queens,403,25,39,13,14,3419,161,General,backed,07/19/2016,78-07 37th Avenue,78-07 37th Avenue,37th Avenue,78th Street & 79th Street,Queens,403,Not Applicable,Not Applicable,40.749383,-73.88785,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77034162351437 40.76227172529613),4,Queens,411,19,26,11,6,1516,325,BID,backed,01/30/2013,42-24 Bell Blvd,42-24 Bell Blvd,Bell Blvd,42nd and 43rd Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.76228,-73.770343,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81618161241416 40.70114573885071),4,Queens,409,29,24,14,5,3205,2219,AAR,backed,04/13/2016,89-00 Van Wyck Expressway,90-28 Van Wyck Expressway,Van Wyck Expressway,89th Avenue & 91st Avenue,Queens,409,Not Applicable,Not Applicable,40.701154,-73.816183,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82862660799034 40.71141073769153),4,Queens,409,29,27,14,6,541,139,Bus Route,backless,06/29/2012,82-37 Kew Gardens Road,,Kew Gardens Road,82nd Road and 82nd Drive,Queens,409,Q10,Not Applicable,40.711419,-73.828628,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85224860159626 40.69388274227105),4,Queens,409,32,38,15,7,3944,309,Bus Route,backless 2,11/13/2017,8675 Woodhaven Blvd,8675 Woodhaven Blvd,Woodhaven Blvd,Jamaica avenue & 86th Drive,Queens,0,Q52,Not Applicable,40.693891,-73.85225,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83812760925757 40.6521787497965),4,Queens,410,32,23,15,8,4230,463,Bus Route,backless,02/05/2019,163-01 Cross Bay Blvd,163-01 Cross Bay Blvd,Cross Bay Blvd,163rd Avenue & 164th Avenue,Queens,410,Q52,Not Applicable,40.652187,-73.838129,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.7658366293628 40.70357673695612),4,Queens,412,27,33,14,5,3320,112,Municipal Facilities,backed,07/06/2016,190-20 109th Road,190-20 109th Road,109th Road,191st Street & 190th Street,Queens,412,Not Applicable,Not Applicable,40.703585,-73.765838,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91081757788561 40.77603872753683),4,Queens,401,22,36,12,14,3513,2233,General,backed,12/03/2016,22-02 31st Street,29-24 Ditmars Blvd,Ditmars Blvd,31st Street & 29th Street,Queens,401,Not Applicable,Not Applicable,40.776047,-73.910819,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82032960820027 40.75175672981016),4,Queens,407,20,25,16,6,933,2376,Senior Center,backed,09/12/2012,45-25 Kissena Boulevard,45-25 Kissena Boulevard,Kissena Boulevard,45th Avenue and Geranium Avenue,Queens,407,Not Applicable,Not Applicable,40.751765,-73.820331,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90322458281706 40.741338733987),4,Queens,402,26,30,12,14,2314,1018,General,backed,02/05/2014,61-10 Queens Boulevard,61-10 Queens Boulevard,Queens Boulevard,60th & 61st Street,Queens,402,Not Applicable,Not Applicable,40.741347,-73.903226,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8519025996333 40.737723733698736),4,Queens,404,21,35,16,14,697,585,Bus Route,backless,04/16/2013,108-01 Horace Harding Expwy,108-01 Horace Harding Expwy,108th Street,Horace Harding Expressway & Penrod Street,Queens,404,Q58,Not Applicable,40.737732,-73.851904,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.8815095884148 40.75596473097733),4,Queens,403,25,34,13,14,2001,633,General,backed,09/27/2013,86-01 Northern Boulevard,86-01 Northern Boulevard,Northern Boulevard,86th & 87th Street,Queens,403,Not Applicable,Not Applicable,40.755973,-73.881511,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78296452683591 40.68417391192627),4,Queens,412,28,32,10,5,3261,1763,Municipal Facilities,backed,06/07/2016,117-02 Guy R Brewer Boulevard,117-02 Guy R Brewer Boulevard,Guy R Brewer Boulevard,118th Avenue & Foch Boulevard,Queens,412,Not Applicable,Not Applicable,40.6841739119,-73.7829645268,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80812461554555 40.7061747383587),4,Queens,412,24,32,11,5,2973,2027,Municipal Facilities,backed,11/21/2014,148-64 Hillside Avenue,148-64 Hillside Avenue,Hillside Avenue,148th Street & 150th Street,Queens,412,Q43,Not Applicable,40.706183,-73.808126,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81583261442198 40.68404174249012),4,Queens,410,28,31,10,5,3243,1770,Municipal Facilities,backed,05/18/2016,126-10 109th Avenue,126-10 109th Avenue,109th Avenue,126th Street & 127th Street,Queens,410,Not Applicable,Not Applicable,40.68405,-73.815834,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84311560594803 40.67192074612206),4,Queens,410,32,23,15,8,4227,852,Bus Route,backless 2,01/31/2019,137-05 Cross Bay Blvd,137-05 Cross Bay Blvd,Cross Bay Blvd,Pitkin Avenue & 149th Avenue,Queens,410,Q52,Not Applicable,40.671929,-73.843117,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91967957786925 40.74190273458148),4,Queens,402,26,37,12,14,2509,1502,BID,backless,07/25/2014,45-12 Greenpoint Avenue,45-12 Greenpoint Avenue,Greenpoint Avenue,45th Street & 46th Street,Queens,402,Not Applicable,Sunnyside Shines,40.741911,-73.919681,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87302259169164 40.75093773151763),4,Queens,403,21,34,13,14,3941,370,Senior Safety,backed,02/06/2018,94-01 37th Avenue,3551 94th Street,94th Street,35th Avenue & 37th Avenue,Queens,403,Not Applicable,Not Applicable,40.750946,-73.873024,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77745262446227 40.7244707330317),4,Queens,408,23,24,11,5,2840,1423,Municipal Facilities,backed,11/20/2014,189-10 Radnor Road,189-10 Radnor Road,Radnor Road,189th Street and 190th Street,Queens,408,Not Applicable,Not Applicable,40.724479,-73.777454,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1678,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.85530260098703 40.702158740852965),4,Queens,405,30,38,15,6,4225,474,Bus Route,backless 2,01/29/2019,83-40 Woodhaven Blvd,83-40 Woodhaven Blvd,Woodhaven Blvd,Forest Park Drive & Myrtle Avenue,Queens,405,Q52,Not Applicable,40.702167,-73.855304,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8434896031465 40.71969073681654),4,Queens,406,29,28,16,6,894,317,General,backed,02/20/2013,71-35 Austin Street,71-35 Austin Street,71St Road,Queens Blvd & 71st Road,Queens,406,Not Applicable,Not Applicable,40.719699,-73.843491,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92573257542952 40.743981734786836),4,Queens,402,26,37,12,14,4195,2277,Other,backless 2,02/07/2019,3909 Queens Boulevard,3909 Queens Boulevard,Queens Boulevard,39th Street and 39th Place,Queens,402,Q32,Not Applicable,40.74399,-73.925734,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83545760589328 40.70728973875356),4,Queens,409,29,27,14,6,830,28,General,backless,09/12/2012,116-29 Metropolitan Avenue,116-29 Metropolitan Avenue,Metropolitan Avenue,83rd Avenue & Grosvenor Avenue,Queens,409,Q54,Not Applicable,40.707298,-73.835459,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75673163259917 40.693209738371195),4,Queens,412,27,33,14,5,3323,903,Municipal Facilities,backed,07/06/2016,195-03 Linden Boulevard,195-03 Linden Boulevard,Linden Boulevard,195th Street & 196th Street,Queens,412,Q04,Not Applicable,40.693218,-73.756733,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76983262409125 40.76124372567767),4,Queens,411,19,26,11,6,1517,250,BID,backless,01/30/2013,43-25 Bell Blvd,43-25 Bell Blvd,Bell Blvd,43rd Avenue and Northern Boulevard,Queens,411,Q31,Bell Blvd BBA,40.761252,-73.769834,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81844461062782 40.729732734103855),4,Queens,408,24,27,16,6,3311,1832,Municipal Facilities,backed,07/08/2016,70-35 150th Street,150-5 70th Road,70th Road,150th Street & Kissena Boulevard,Queens,408,Not Applicable,Not Applicable,40.729741,-73.818446,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77125162361821 40.76409872539483),4,Queens,411,19,26,11,6,1513,49,BID,backed,01/28/2013,40-12 Bell Boulevard,40-12 Bell Boulevard,Bell Blvd,40th and 41st Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.764107,-73.771253,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88500758815367 40.74967373186115),4,Queens,403,21,39,13,14,2419,912,General,backed,05/12/2014,81-15 37th Avenue,81-15 37th Avenue,37th Avenue,81st Street and 82nd Street,Queens,403,Not Applicable,82nd Street,40.749682,-73.885009,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91404157653633 40.781900726987246),4,Queens,401,22,36,13,14,3379,0,Municipal Facilities,,,21-25 21st Avenue,21-25 21st Avenue,21st Avenue,21st Street & 23rd Street,Queens,401,Not Applicable,Not Applicable,40.781909,-73.914043,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8467716039327 40.685649743072105),4,Queens,409,32,38,15,7,3947,355,Bus Route,backed 2,11/13/2017,97-47 Woodhaven Blvd,97-47 Woodhaven Blvd,Woodhaven Blvd,101st Avenue & 97th Avenue,Queens,0,Q52,Not Applicable,40.685658,-73.846773,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.73216264013294 40.69263873770128),4,Queens,413,27,33,14,5,3624,2456,General,backed,05/13/2017,22901 Linden Blvd,22901 Linden Blvd,Linden Blvd,229th Street & 230th Street,Queens,413,Not Applicable,Not Applicable,40.692647,-73.732164,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87157659341877 40.73383973455544),4,Queens,404,25,35,16,6,2613,1149,General,backless,08/04/2014,90-15 Queens Boulevard,90-15 Queens Boulevard,59th Avenue,57th & 59th Avenue,Queens,404,Not Applicable,Not Applicable,40.733848,-73.871578,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78411162294437 40.71255973613782),4,Queens,412,27,29,14,5,3678,74,Senior Safety,backed 2,03/25/2017,179-8 Hillside Avenue,179-8 Hillside Avenue,Hillside Avenue,179th Street & 179th Place,Queens,412,Q2,Not Applicable,40.712568,-73.784113,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89010258638281 40.74611973295765),4,Queens,404,25,39,16,14,3625,192,General,backed 2,06/21/2017,75-15 Broadway,75-15 Broadway,Broadway,75th Street & 76th Street,Queens,404,Not Applicable,Not Applicable,40.746128,-73.890104,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89736707770413 40.70734496801573),4,Queens,405,30,37,15,6,4099,567,General,backed 2,08/02/2018,66-54 Fresh Pond Road,66-54 Fresh Pond Road,Fresh Pond Road,Woodbine Street & Madison Street,Queens,405,Not Applicable,Not Applicable,40.707344968,-73.8973670777,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91051757847416 40.77598872776326),4,Queens,401,22,36,13,14,3516,2424,General,backless,10/17/2016,31-04 Ditmars Blvd,31-04 Ditmars Blvd,Ditmars Blvd,31st Street & 33rd Street,Queens,401,Not Applicable,Not Applicable,40.775997,-73.910519,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89532758733407 40.70297374131537),4,Queens,405,30,37,15,6,3870,236,Bus Route,backless 2,08/17/2017,69-19 Fresh Pond Road,69-19 Fresh Pond Road,Fresh Pond Road,69th Avenue & 70th Avenue,Queens,405,B13,Not Applicable,40.702982,-73.895329,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,397,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88386575399504 40.747183290557714),4,Queens,404,25,39,16,14,1522,796,BID,backed,12/11/2012,40-14 82nd Street,40-14 82nd Street,82nd Street,Roosevelt Avenue and Ithaca Street,Queens,404,Not Applicable,82nd Street,40.7471832906,-73.883865754,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84572460261697 40.720506736620365),4,Queens,406,29,28,16,6,897,342,General,backed,02/20/2013,70-31 Austin Street,70-31 Austin Street,70th Road,70th Road and Queens Blvd,Queens,406,Not Applicable,Not Applicable,40.720515,-73.845726,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,382,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8953325843265 40.754511731717606),4,Queens,403,25,34,13,14,3160,2005,General,backless,09/10/2015,71-19 Northern Boulevard,71-19 Northern Boulevard,Northern Boulevard,72nd Street & 71st Street,Queens,403,Q66,Not Applicable,40.75452,-73.895334,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9229975764043 40.74366173461592),4,Queens,402,26,37,12,14,2511,1506,BID,backed,07/25/2014,41-31 Queens Boulevard,41-31 Queens Boulevard,Queens Boulevard,41st Street & 42nd Street,Queens,402,Not Applicable,Sunnyside Shines,40.74367,-73.922999,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76750262483442 40.75646072648268),4,Queens,411,19,25,11,6,3350,1834,Municipal Facilities,backed,07/07/2016,47-28 Bell Boulevard,47-28 Bell Boulevard,Bell Boulevard,47th Avenue & 48th Avenue,Queens,411,Not Applicable,Not Applicable,40.756469,-73.767504,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91770457787544 40.742540734717224),4,Queens,402,26,37,12,14,2508,835,BID,backless,07/25/2014,47-02 Greenpoint Avenue,47-02 Greenpoint Avenue,47th Street,Greenpoint Avenue & 47th Street,Queens,402,B24,Sunnyside Shines,40.742549,-73.917706,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1898,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
